age,gender,baldness,beard,moustache,sideburns,pupilLeft_x,pupilLeft_y,pupilRight_x,pupilRight_y,NoseTip_x,NoseTip_y,noseRootLeft_x,noseRootLeft_y,noseRootRight_x,noseRootRight_y,underLipBottom_x,underLipBottom_y,underLipTop_x,underLipTop_y,upperLipBottom_x,upperLipBottom_y,upperLipTop_x,upperLipTop_y,label,image_name
0.1894736842105263,-1,0.5869565217391306,0.5333333333333333,0.5333333333333333,0.41666666666666663,0.6449197860962566,0.6125714285714285,0.5033860045146725,0.6542261251372118,0.3472081218274111,0.4615384615384614,0.4759556103575833,0.6600306278713629,0.45176470588235296,0.6617647058823529,0.375,0.4793478260869565,0.35794392523364493,0.5011441647597255,0.36877394636015326,0.401106500691563,0.38203356367226055,0.3885088919288646,1,40.png
0.49473684210526314,0,0.6141304347826088,0.6,0.6,0.5,0.26310160427807483,0.5531428571428572,0.07449209932279904,0.39956092206366634,0.32385786802030453,0.4519230769230769,0.20715166461159068,0.48392036753445633,0.15058823529411752,0.389705882352941,0.3859060402684563,0.4999999999999999,0.36168224299065416,0.5194508009153318,0.3448275862068966,0.4951590594744122,0.351431391905232,0.5430916552667578,1,595.png
0.47368421052631576,0,0.48369565217391314,0.6,0.6,0.5,0.4866310160427807,0.23199999999999998,0.5316027088036118,0.5499451152579583,0.2426395939086295,0.3351648351648352,0.437731196054254,0.26952526799387444,0.45058823529411757,0.38382352941176456,0.1921140939597315,0.4576086956521737,0.19439252336448604,0.4324942791762014,0.18486590038314177,0.4467496542185339,0.20434353405725564,0.4528043775649794,1,54.png
0.49473684210526314,0,0.45652173913043487,0.6,0.6,0.5,0.35508021390374334,0.7051428571428571,0.3103837471783295,0.36882546652030745,1.0,0.5288461538461537,0.5869297163995068,0.6508422664624808,0.5447058823529412,0.439705882352941,1.0,0.5402173913043475,1.0,0.5457665903890161,0.9999999999999999,0.47302904564315346,1.0,0.4938440492476061,1,1355.png
0.5368421052631579,0,0.35326086956521746,0.6,0.6,0.5,0.45668449197860955,0.5771428571428571,0.44920993227990963,0.6333699231613611,0.4507614213197969,0.5068681318681318,0.495684340320592,0.5880551301684533,0.5282352941176471,0.588235294117647,0.375,0.4413043478260868,0.35887850467289717,0.4416475972540046,0.4003831417624521,0.5477178423236514,0.41954590325765045,0.5184678522571818,1,1.png
0.4842105263157895,0,0.4347826086956523,0.6,0.6,0.5,0.4085561497326202,0.4994285714285714,0.3826185101580134,0.44127332601536773,0.5380710659898476,0.5645604395604396,0.4377311960542541,0.5375191424196017,0.4494117647058822,0.4749999999999999,0.6350671140939597,0.3836956521739129,0.6130841121495327,0.38215102974828374,0.6063218390804598,0.4163208852005532,0.5923000987166832,0.46238030095759247,1,1427.png
0.4105263157894737,0,0.516304347826087,0.6,0.6,0.5,0.32513368983957225,0.6365714285714285,0.3465011286681714,0.5246981339187706,0.4507614213197969,0.4793956043956044,0.32675709001233044,0.6003062787136294,0.3929411764705881,0.5470588235294116,0.5184563758389261,0.5467391304347825,0.49906542056074765,0.5469107551487414,0.471264367816092,0.5463347164591978,0.4639684106614017,0.5403556771545828,1,68.png
0.5052631578947369,0,0.3152173913043479,0.39999999999999997,0.39999999999999997,0.24999999999999994,0.4598930481283422,0.5782857142857142,0.5620767494356658,0.47859495060373214,0.4730964467005076,0.5563186813186812,0.42170160295930953,0.5911179173047473,0.4399999999999999,0.5338235294117646,0.5629194630872483,0.4826086956521737,0.5542056074766355,0.5446224256292906,0.5526819923371648,0.5421853388658369,0.5587364264560709,0.5991792065663476,1,83.png
0.5263157894736842,0,0.17391304347826092,0.6,0.6,0.5,0.3197860962566844,0.7817142857142856,0.38826185101580124,0.5345773874862788,0.566497461928934,0.6552197802197801,0.36621454993834773,0.7672281776416539,0.3694117647058824,0.6308823529411764,0.6895973154362416,0.5043478260869565,0.6570093457943925,0.5343249427917621,0.6302681992337165,0.6348547717842326,0.6011846001974334,0.66484268125855,1,230.png
0.47368421052631576,0,0.5108695652173914,0.6,0.6,0.5,0.42566844919786095,0.19314285714285712,0.4706546275395032,0.3600439077936334,0.41827411167512685,0.29670329670329654,0.45129469790382243,0.2327718223583461,0.4917647058823529,0.2705882352941175,0.40268456375838924,0.3565217391304346,0.3990654205607478,0.3249427917620139,0.41570881226053635,0.2378976486860303,0.42941757156959515,0.22982216142270878,1,556.png
0.3052631578947368,0,0.5000000000000001,0.6,0.6,0.5,0.3614973262032085,0.6102857142857142,0.31602708803611723,0.30625686059275514,0.5228426395939085,0.33791208791208777,0.3797780517879161,0.49923430321592643,0.3576470588235293,0.3897058823529411,0.6669463087248322,0.26739130434782604,0.6373831775700933,0.26201372997711686,0.5775862068965517,0.3928077455048409,0.562685093780849,0.3980848153214773,1,542.png
0.4631578947368421,0,0.2880434782608696,0.8,0.6,0.5,0.5037433155080213,0.376,0.5801354401805867,0.5016465422612514,0.5786802030456853,0.4450549450549451,0.5548705302096177,0.37519142419601836,0.5552941176470587,0.39852941176470585,0.5218120805369127,0.46304347826086956,0.5158878504672897,0.48512585812356973,0.507662835249042,0.47026279391424625,0.5153010858835144,0.4870041039671682,1,224.png
0.4526315789473684,0,0.12500000000000006,0.39999999999999997,0.39999999999999997,0.5,0.5433155080213903,0.6148571428571428,0.3871331828442437,0.6706915477497255,0.4253807106598984,0.6552197802197801,0.4451294697903823,0.6692189892802449,0.4282352941176471,0.688235294117647,0.4060402684563757,0.5271739130434782,0.405607476635514,0.5594965675057207,0.4176245210727969,0.6417704011065006,0.4274432379072062,0.6621067031463747,1,1382.png
0.4631578947368421,0,0.5217391304347827,0.26666666666666666,0.26666666666666666,0.5,0.5647058823529412,0.30400000000000005,0.6376975169300225,0.38638858397365533,0.18274111675126908,0.23901098901098905,0.4130702836004932,0.2955589586523737,0.4223529411764706,0.2985294117647058,0.4052013422818792,0.2967391304347826,0.3794392523364486,0.3192219679633867,0.36111111111111116,0.3181189488243431,0.35834155972359316,0.31463748290013704,1,797.png
